MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
SENKADAGALA PRODUCTS (PVT) LTD,SENKADAGALA,SENKADAGALA/100/GM/SPECIAL ROASTED BLACK CURRY POWDER,10000,10000,100 GM,PLPCH
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\3""(75MM)\PAINT BRUSH ",10000,10000,"3""(75MM)",NO
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\1/2""(12MM)\PAINT BRUSH ",10000,10000,"1/2""(25 MM)",NO
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\1 1/2""(37MM)\PAINT BRUSH.",10000,10000,"1/2""(25 MM)",NO
R.F MARKETING SERVICE PVT LTD,STR,"STR\1 NO\1""(25MM)\PAINT BRUSH ",10000,10000,"1""(25 MM)",NO
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\4""\PAINT BRUSH ",10000,10000,"4""",NO
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\2 1/2""(63MM)\PAINT ",10000,10000,"2 1/2"" (63 MM)",NO
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\2""(50MM)\PAINT BRUSH ",10000,10000,"2""(50MM)",NO
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\5""\PAINT BRUSH ",10000,10000,"5""",NO
UNILEVER SRI LANKA LTD,FAIR & LOVELY & GLOW & HANDSOME ,FAIR & LOVELY GLOW & HANDSOME \50\G\CD BOX\ INSTANT BRIGHTNESS RAPID ACTION CREAM +FREE AXE TICKET DEODORANT 17 ML,50,GM,50G,CD BOX
UNILEVER SRI LANKA LTD,VASELINE,VASELINE \200\ML\PBT\HEALTHY BRIGHT IN 2 WEEKS NIACINAMIDE VITAMIN B3 SERUM IN LOTION SAVE R.S 265,200,ML,200ML,PBT
UNILEVER SRI LANKA LTD,VASELINE,VASELINE \200\ML\PBT\ WITH NATURAL ALOE EXTRACT SERUM IN LOTION SAVE R.S 140,200,ML,200ML,PBT
STASSEN FOODS PVT LTD,BOUNTY,BOUNTY\57\G\EWRPK \CHOCOLATE BAR,57,GM,57G,EWRPK 
HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN JUNIOR,SUSTAGEN JUNIOR \400\G\TIN\VANILLA FLAVOUR NUTRITIONAL SUPPLEMENT 6-11 YEAR OLD. SAVE R.S 300,400,GM,400G,TIN
OMEGA PAINT BRUSHES,OMEGA,"OMEGA/NO-1/4""/EWRPK /PAINT BRUSH",10000,10000,"4""",EWRPK 
STAR HOLDINGS INTERNATIONAL,STAR LIGHT,STAR LIGHT/40/ML/PLPCH/POWER WASH LAUNDRY LIQUID LAVENDER,40,ML,40ML,PLPCH
STAR HOLDINGS INTERNATIONAL,STAR LIGHT,STAR LIGHT/40/ML/PLPCH/POWER WASH LAUNDRY LIQUID ARALIYA,40,ML,40ML,PLPCH
IMPORTED,FAIR & LOVELY ,FAIR & LOVELY/4.5 GM/PLPCH/GLOW & LOVELY ADVANCED MULTI VITAMIN ,10000,10000,4.5 GM,PLPCH
IMPORTED,AL-ALIM,LACOSTE/6 ML/CD BOX/AL-ALIM,10000,10000,6 ML,CD BOX
IMPORTED,AL-ALIM,REAL MIRAGE/6 ML/CD BOX/AL-ALIM,10000,10000,6 ML,CD BOX
IMPORTED,CROWN,BRUT/6 ML/CD BOX/CROWN PERFUMES,10000,10000,6 ML,CD BOX
SASIKA FOOD PRODUCTS,SASIKA,SASIKA / 200 / ML / PLBOT / DRINKING YOGHUT,10000,10000,200 ML,PLBOT
NESTLE LANKA,MAGGI,MAGGI/75/GM/PLPCH/PAPARE BLAST NOODLES ,75,GM,75GM ,PLPCH 
IMPORTED,LANISS,LANISS/60/ML/CDBOX/BRIGHT LIGHT COFFEE BLONDE ,10000,10000,60 ML,CDBOX
UNILEVER SRI LANKA LTD,FAIR & LOVELY,FAIR & LOVELY/25/GM/CDBOX/GLOW & LOVELY POWDER FINISH WITH MULTI VITAMINS + BRIGHTENING POWDER ,10000,10000,25 GM,CDBOX
WELLASSA PRODUCTS (PVT) LTD,WELLASSA ,WELLASSA /500G/POCH PACK /CHILI POWDER ,500,GM,500G,POCH 
CLEAN MAX,CLEAN MAX,CLEAN MAX/250/ML/PLBOT/TOILET BOWL CLEANER,250,ML,250ML,PLBOT 
CARGILLS FOOD & BEVERAGE LIMITED ,KIST,KIST/250/ML/CAN/SPARKLING GREEN APPLE FLAVOURED DRINK,10000,10000,250 ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED ,KIST,KIST/250/ML/CAN/SPARKLING STRAWBERRY FLAVOURED DRINK,10000,10000,250 ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED ,KIST,KIST/250/ML/CAN/ORANGE FLAVOURED DRINI,10000,10000,250 ML,CAN
TOP BEVERAGES PVT LTD,TOP TGB,TOP/330/ML/PET/TGB ,330,ML,330ML,PET
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH
NESTLE LANKA,MAGGI HOT,MAGGI/75/GM/PLPCH/PAPARE BLAST,75,GM,75GM ,PLPCH 
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL GOLD/SAVE RS. 25/=,80,GM,80GM ,CDB
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/POWER PLUS 10X ADVANCED ORIGINAL/SAVE RS. 81/=,500,ML,500ML ,PBT
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL PINK SECRET BEAUTY OIL WITH KUMKUMADI/SAVE RS. 25/=,80,GM,80GM ,CDB
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL CARROT WITH TURMERIC/SAVE RS. 25/=,80,GM,80GM ,CDB
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/PBT/APPLE BURST,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/CAN/ORANGE BURST,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/CAN/ GRAPE BURST,250,ML,250ML,CAN
TEA & SPICE HOUSE,LAK KAHATA,LAK KHATA\100\G\POUCH \BOPF,100,GM,100G,POUCH 
TEA & SPICE HOUSE,LAK KAHATA,LAK KAHATA\200\G\POUCH\BOPF,200,GM,200G,POUCH 
TEA & SPICE HOUSE,LAK KAHATA,LAK KAHATA\50\G\POUCH\BOPF,50,GM,50G,POUCH 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER ,MALIBAN\490\G\PLPCH \CREAM CRACKER FAMILY PACK SAVE R.S 60,490,GM,490G,PLPCH 
DINARA ENTERPRISES,DINARA,DINARA/1000/GM/PLPCH/ROASTED CURRY POWDER/DINARA ENTERPRISES,10000,10000,1000 GM,PLPCH 
INGURUGALA TEA FACTORY,INGURUGALA ,INGURUGALA/50/GM/TEA/PLPCH,50,GM,50GM,PLPCH
GALAUDA GRINDING ,G G PRODUCTS,G G PRODUCTS/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM,PLPCH
N,LADY,LADY /80ML/BOX/MILLIC/LUCY/,80,ML,80ML,BOX
NNR DISTRIBUTORS,NNR APPLE,NNR/180/ML/PLCUP/APPLE DRINK ,180,ML,180ML,PLCUP
NNR DISTRIBUTORS,NNR MIXED FRUIT ,NNR/180/ML/PLCUP/MIXED FRUIT DRINK,180,ML,180ML,PLCUP
SURALA PRODUCTS,SURALA,SURALA/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM ,PLPCH 
SURALA PRODUCTS,SURALA,SURALA/25/GM/PLPCH/TURMERIC POWDER ,25,GM,25GM ,PLPCH 
WIC,WIC,WIC/500/ML/PLBOT/LEMON DISHWASH LIQUID ,500,ML,500ML,PLBOT 
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/360/GM/PLPCH/TIKIRI MARIE BISCUITS/OFFER PRICE 30,360,GM,360GM,PLPCH 
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER/SAVE RS 20,200,GM,200GM ,CDBOX 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/CDBOX/MAGIC DROPS BABY COLOGNE + FREE PEARS/50/ML/PLBOT/BEDTIME BABY CREAM ,100,ML,100ML,CDBOX 
UTN TRADING,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ALLURING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",100,ML,100ML,PLBOT 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/G/PLPCH/CREAM CRACKER SAVE 60,490,GM,490G,PLPCH 
HIMALI STORES,HIMALI,HIMALI/1000/GM/PLPCH/CHILLI POWDER/HIMALI STORES,10000,10000,1000 GM,PLPCH 
AUTUMN WATER BOTTLED PVT LTD,AUTUMN,AUTUMN\500\ML\PBT\BOTTLED DRINKING WATER ,500,ML,500ML,PBT
REEM BEVERAGE,REEM MANGO,REEM\1\L\PBT\MANGO NECTAR ,1,LTR,1L,PBT
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/GINGER BEER,200,ML,200ML,GLBT
CEYLON COLD STORES,VIBE,VIBE /250ML/CAN/GRAPE BURST,250,ML,250ML,CAN
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH
NAWODA NUWANGI ENTERPRISE,THEPULIE,THEPULIE/80/GM/CUP/FRUIT JELLY YOGHURT ,80,GM,80GM,CUP
MOUNI PRODUCTS PVT LTD,MOUNI PRODUCTS ,MOUNI PRODUCTS/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM,PLPCH
THEPULI MILK PRODUCTS ,THEPULIE,THEPULIE/80/GM/CUP/SET YOGHURT ,80,GM,80GM,CUP
BLUETWO (PRIVATE) LIMITED,NEO,NEO/1000/ML/PBT/BOTTLED DRINKING WATER,10000,10000,1000/ML,PBT
BLUETWO (PRIVATE) LIMITED,NEO,NEO/500/ML/PBT/BOTTLED DRINKING WATER,10000,10000,500/ML,PBT
JANAN ICE CREAM,JANAN VANILLA ,JANAN/80/ML/PLCUP/VANILLA ICE CREAM ,80,ML,80ML,PLCUP
CARGILLS FOOD & BEVERAGES LIMITED ,KIST ,KIST ORANGE/250/ML/CAN/SPARKLING FLAVOURED DRINK,250,ML,250ML ,CAN
CARGILLS FOOD & BEVERAGES LIMITED ,KIST GREEN APPLE ,KIST GREEN APPLE/250/ML/CAN,250,ML,250ML ,CAN
CARGILLS FOOD & BEVERAGES LIMITED ,KIST ,KIST STRAWBERRY/250/ML/CAN/SPARKLING FLAVOURED DRINK,250,ML,250ML ,CAN
C.W. MACKIE PLC,HIMALAYA,HIMALAYA/50/ML/CDBOX/REVITALIZING NIGHTCREAM ,50,ML,50ML,CDBOX 
C.W. MACKIE PLC,HIMALAYA,"HIMALAYA/50/ML/PLTUB/NOURISHING SKIN CREAM,LIGHT & NON - GREASY",50,ML,50ML,PLTUB 
SAMAN FOODS PVT LTD,SAMAN,SAMAN/50/GM/CHILLI PIECES,10000,10000,50 GM,PLPCH
LAKMEE EXPORTS,LAKMEE,LAKMEE/400/GM/PLPCH/NOODLES +LAKMEE CHILLI AND GARLIC SAUCE 75ML FREE,400,GM,400GM ,PLPCH 
SPRING FOOD (PVT) LTD,KINGS WATER,KINGS WATER/1500/ML/PBT/BOTTLED DRINKING WATER ,10000,10000,1500 ML,PBT
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/APPLE BURST,10000,10000,250 ML,TIN
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/GRAPE BURST ,10000,10000,250 ML,TIN
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL TAMARIND DRINK,200,ML,200ML,GLBT
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL WOOD APPLE DRINK,200,ML,200ML,GLBT
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL LIME & GINGER DRINK,200,ML,200ML,GLBT
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL MANGO DRINK,200,ML,200ML,GLBT
ANTLER INDUSTRIES (PVT) LTD,BRITOL,BRITOL/250/ML/PBT/DISHWASHING LIQUID LIME FRESH/SAVE 55 RS,10000,10000,250 ML,PBT
ANTLER INDUSTRIES (PVT) LTD,BRITOL,BRITOL/500/ML/PBT/DISHWASHING LIQUID LIME FRESH/SAVE 90 RS,10000,10000,500 ML,PBT
IMPORTED,SAGAR,SAGAR/30/ML/CDBOX/JEANS PERFUMERY,30,ML,30ML,CDBOX 
AA PERFUMES IMPORTANT ,RED HOT ,RED HOT/22/ML/CD BOX/RED HOT FOR MEN,22,ML,22ML,CD BOX
GELI OYA PRODUCTS ,GELI OYA,GELI OYA/50/GM/PLPCH/TEA,10000,10000,50 GM,PLPCH 
SISARA PRODUCTS,SISARA,SISARA PRODUCTS/50/GM/CHILLI POWDER,50,GM,50GM,PLPCH 
ICL MARKETING,EVA,EVA/8/NO/PLPCH/STAR DRITEX WINGS,8,NO,8NO,PLPCH 
NESTLE LANKA,MAGGI,MAGGI/75G/PLPCH/PAPARE BLAST INSTANT NOODLES ,75,GM,75G,PLPCH 
SUNSHINE COUNSUMER LANKA LTD,WATAWALA,WATAWALA/50/GM/PLPCH/CEYLON TEA,50,GM,50GM,PLPCH
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER ,MALIBAN/490/GM/PLCH/CREAM CRACKER HIGH IN VITAMINS AND MINERAL /SEASONAL OFFER RS 60 ,490,GM,490GM,PLPCH
RASAKA FOOD PRODUCTS,RASOJA,RASOJA/40/GM/PLPCH/CURRY FLAVOURED SOYA MEAT,40,GM,40GM,PLPCH
TURNEY BISCUITS MANUFACTERIES,TURNEY,TURNEY/350/GM/PLPCH/ORANGE CREAM BISCUITS,350,GM,350GM,PLPCH
HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY/50/ML/CD COVER/CLASSIC LAVENDER ESSENCE+FREE CREAM & LOTION/BABY CHERAMY/50/ML/PLC COVER/ALMOND EXTRACTS VITAMIN E & MILK,50,ML,50ML,CD COVER
VIRU WORLD(PVT)LTD,VIRU,VIRU/80/PAGES/CD COVER/DRAWING BOOK,10000,10000,80 PAGES,CD COVER
TEEMAH BISCUITS MANUFACTURE,TURNEY,TURNEY/230/GM/PLPCH/MILK CRACK BISCUITS,230,GM,230GM,PLPCH
LOLEEMA FOOD PRODUCTS(PVT)LTD,LOLEEMA,LOLEEMA/1000/GM/PLPCH/NOODLES,1000,GM,1000GM,PLPCH
ASIAN TRADEMADE(PVT)LTD,GOLD QUEEN,GOLD QUEEN/100/GM/CD COVER/CUSTARD POWDER VANILLA FLAVOURED,100,GM,100GM,CD COVER
TURNEY BISCUITS MANUFACTERIES,TURNEY,TURNEY/350/GM/PLPCH/CUSTARD CREAM,350,GM,350GM,PLPCH
ASIAN TRADEMEDE (PVT)LTD,GOLD QUEEN,GOLD QUEEN/28/ML/GLBT/GREEN COLOURING,28,ML,28ML,GLBT
LAKHIRU FOOD PRODUCT PVT LTD,LAKHIRU,LAKHIRU/40/G/POUCH/CURRY FLAVOUR ,40,GM,40G,POUCH 
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/500/GM/CDBOX/RICH ICING CAKE,500,GM,500G,CDBOX
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/500/GM/CDBOX/SWEETSLICE ICING CAKE,500,GM,500G,CDBOX
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/220/GM/CDBOX/FRUIT CAKE,220,GM,220G,CDBOX
CEYLON FOODS TRADING (PRIVATE) LIMITED,NAAN,NAAN FOODS/30/GM/PLPCH/BIRIYANI MIX,10000,10000,30 GM,PLPCH 
CEYLON AGRO INDUSTRIES,PRIMA TOPPZ,PRIMA TOPPZ BROAD NOODLES/80/GM/PLPCH,80,GM,80GM,PLPCH
SISILMIN WATER SUPPLIERS (PVT) LTD,SISILMIN,SISILMIN/5000/ML/PBT/BOTTLED DRINKIN WATER,10000,10000,5000 ML,PBT
FN PRODUCTS,FN PRODUCTS ,FN PRODUCTS/300/ML/PBT/CHOCOLATE ALMOND MILK,10000,10000,300 ML,PBT
SINWA HOLDINGS GROUP,MULTIBOND,MULTIBOND/40/GM/RITEFIX JUNIOR,10000,10000,40 GM,PLBOT
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PET/SAVE AS 40 RS,10000,10000,1500 ML,PET
GILLS  INTERNATIONAL PVT LTD,GILLS,GILLS\1\KG\PLPCH \CHICKEN HAM,1,KG,1KG,PLPCH 
CEYLON AGRO INDUSTRIES,PRIMA,PRIMA TREATS \300\G\PLPCH \SPICY RAMEN CHICKEN SAUSAGES,300,GM,300G,PLPCH 
CEYLON AGRO INDUSTRIES,PRIMA,PRIMA TREATS\500\G\PLPCH\PARTY MIX CHICKEN SAUSAGES,500,GM,500G,PLPCH 
WEWALA FOOD PRODUCTS,WELLASSA ,WELLASSA /100G/POCH /CHILI PIECE /,100,GM,100G,POCH 
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA /140G/POCH /CHICKEN/SOYA/,140,GM,140G,POCH 
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA /100G/POCH PACK /CHIKEN SOYA,100,GM,100G,POCH 
UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY /80ML/PET/HERBAL /SAMPOO/FREELAN LIFEBUOY KHOMBA 75G,80,ML,80ML,PET
CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,MUNCHEE/80/GM/PLPCH/TIKIRI MARIE BISCUITS + SAVE AS 10 RS,80,GM,80GM,PLPCH
HEMAS MARKETING,BABY CHERAMY,"BABY CHERAMY/75/GM/CDBOX/ALMOND OIL, VITAMIN E & MILK BABY SOAP BUY 5 SAVE AS 45 RS",375,GM,375GM,CDBOX
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/360/GM/PLPCH/TIKIRI MARIE BISCUITS + SAVE RS.30/-,10000,10000,360 GM,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,MUNCHEE/80 GM/PLPCH/TIKIRI MARI BISCUITS OFFER PRICE SAVE RS 10,10000,10000,80 GM,PLPCH
REVOKE DETERGENT COMPANY,REVOKE CLONE+X,REVOKE CLONE+X/250/ML/PBT/CLEANER+BLEACH CONCENTRATED FORMULA,10000,10000,250 ML,PBT
AIGA CEYLON (PVT) LTD ,FITS UP,FITS UP/500ML/PET/ALOE  VERA DRINK,500,ML,500ML,PET
AIGA CEYLON (PVT) LTD ,FITS UP,FITS UP/200ML/PET/ALOE  VERA DRINK,200,ML,200ML,PET
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CD BOX/FULL CREAM POWDER SAVE RS 30,200,GM,200GM,CDBOX
SUNSHINE COUNSUMER LANKA LTD,WATAWALA,WATAWALA/50/GM/PLPCH/CEYLON TEA,50,GM,50GM,PLPCH
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER ,MALIBAN/490/GM/PLCH/CREAM CRACKER HIGH IN VITAMINS AND MINERAL /SEASONAL OFFER RS 60 ,490,GM,490GM,PLPCH
IMPORTED,TIANBOWEN,TIANBOWEN-IMPORTED DUO JUMBO 24 COLOR PENCILS/01 NO,10000,10000,24 COLORS,CD BOX
NATURE'S BEAUTY CREATIONS LTD,MISUMI,MISUMI KIYO BEAUTY SOAP/65/GM/CD BOX,65,GM,65GM,CD BOX
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/VENIVEL AYURVEDA SOAP,75,GM,75G,CD BOX
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/NO-1/KHOMBA AYURVEDA SOAP,75,GM,75G,CD BOX
REEMAR MARKETING,REEMAR,REEMAR/500/ML/PLBOT/GLASS CLEANER MULTI PURPOSE MORE SHINE ,500,ML,500ML,PLBOT
NEW JAYAWARDHANA STORES (PVT)LTD,JAYAWARDHANA ,JAYAWARDHANA SUPER/50/GM/PLPCH/PEPPER POWDER ,50,GM,50GM ,PLPCH 
C.W. MACKIE PLC,KOTAGALA,KOTAGALA/200/GM/PLPCH/KAHATA TEA + FREE SCAN/15/GM/PLPCH/JUMBO PEANUTS FRIED & SALTED SAVE RS.60,200,GM,200GM ,PLPCH 
NORA TEA ,NORA,NORA / PURE CEYLON BLACK TEA/ 50GM/ PLPCH ,50,GM,50GM ,PLPCH 
CBL FOOD INTERNATIONAL ,TIARA,TIARA PINEAPPLE FLAVOURED SPONGE LAYER CAKE / 310GM / CDBOX ,310,GM,310GM,CDBOX 
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY AYURVEDA CARE/ PANCHARATNA SHAMPOO/ 80ML / FREE LIFEBUOY MILD CARE WITH MILK PROTEIN/ 75GM,80,ML,80ML,PBT
NELCO FOOD PRODUCTS (PVT) LTD,NELCO,NELCO/50/GM/PLPCH/JAFFNA CURRY POWDER/NELCO FOOD PRODUCTS (PVT) LTD,10000,10000,50 GM,PLPCH 
UNIVERSAL PAINT,SUPERLUX,SUPER LUX/1/L/TUB/INTERIOR EMULSION COLOUR UNIVERSAL PAINT ,1,LTR,1L,TUB
NELCO FOOD PRODUCTS (PVT) LTD,NELCO,NELCO/35/GM/PLPCH/CHICKEN FLV SOYA MEAT,35,GM,35GM,PLPCH 
CARGILLS CONVENIENT FOODS,GOLDI,GOLDI/1000/GM/PLPCH/JUMBO CHICKEN SAUSAGES,10000,10000,1000 GM,PLPCH 
UNILEVER SRI LANKA LTD,CLOSE UP,CLOSE UP/120/GM/CDBOX/RED HOT TRIPLE FRESH FORMULA + SAVE RS 40/-,10000,10000,120 GM,CDBOX 
NATURA FOODS,TOP COOL MIXED FRUIT,TOP COOL/200/ML/RGB/MIXED FRUIT,200,ML,200ML,RGB
DELMAX,DELMAX,DELMAX/250/ML/PLBOT/GLASS CLEANER SUPER ACTIVE,250,ML,250ML,PLBOT
IMPORTED,WISEUP,WISEUP/3/GM/TUB/SUPER GLUE,3,GM,3GM,TUB
J.D.DISTRIBUTORS,JD COOOL MANGO,JD COOOL/190/ML/PLCUP/MANGO FLAVOURED DRINK,190,ML,190ML,PLCUP
AIGA CEYLON( PVT) LTD,FITS UP ,FIRS UP /500/ML/PLBOT/ ALOE VERA DRINK ,500,ML,500ML,PLBOT 
AIGA CEYLON( PVT) LTD,FITS UP ,FITS UP/200/ML/PLBOT/ ALOE VERA DRINK ,200,ML,200ML,PLBOT 
SUDU ARALIYA PRODUCTS,SUDU ARALIYA,SUDU ARALIYA/110/GM/EWRPK/WITH ARALIYA EXTRACTS,10000,10000,110 GM,EWRPK
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN/490/GM/PLPCH/CREAM CRACKER FAMILY PACK/SAVE 60 RS,10000,10000,490 GM,PLPCH
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN/230/GM/PLPCH/CREAM CRACKER BUDDY,10000,10000,230 GM,PLPCH
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/BLOOM,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/JASMINE,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/MANISHA,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/LOVE ME,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/ROSE,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/MADAM,6,ML,6ML,CDBOX
ABDUL LATHEEF & MARKETING,ALM,ALM/6/ML/CDBOX/AROOSHA CONCENTRATED PERFUME,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/RIPPLE,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/TOMMIE,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/FANTASY,6,ML,6ML,CDBOX
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/PASSAEY,6,ML,6ML,CDBOX
MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/230/GM/PLPCH/CREAM CRACKER BUDDY +SAVE 30 ,10000,10000,230 GM,PLPCH
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING APPLE ,KIST SPARKLING APPLE FLAVOURED DRINK/250ML/CAN ,250,ML,250ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING STRAWBERRY,KIST SPARKLING STRAWBERRY FLAVOURED DRINK/250ML/CAN,250,ML,250ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING ORANGE,KIST SPARKLING ORANGE FLAVOURED DRINK/250ML/CAN ,250,ML,250ML,CAN
UNIVERSAL PAINT  INDUSTRIES PVT LTD,PAINT MASTER,PAINTMASTER/10/L/BUCKET/PAINT MASTER WEATHER PROOF PURE EXTERIOR WALL FINISH,10,LTR,10L,BUCKET
J.D.DISTRIBUTORS,JD COOOL MANGO,JD COOOL/190/ML/PLCUP/MANGO FLAVORED DRINK,190,ML,190ML,PLCUP
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING ORANGE FLAVOURED DRINK,250,ML,250ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING STRAWBERRY FLAVOURED DRINK ,250,ML,250ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING GREEN APPLE FLAVOURED DRINK,250,ML,250ML,CAN
BROWNSON,BROWNSON MANGO ,BROWNSON/28/ML/GBT/MANGO EMULSION,28,ML,28ML,GBT
BROWNSON,BROWNSON PINEAPPLE ,BROWNSON/28/ML/GBT/ORANGE EMULSION ,28,ML,28ML,GBT
BROWNSON,BROWNSON MANGO ,BROWNSON/28/ML/GBT/VINO EMULSION ,28,ML,28ML,GBT
BROWNSON,BROWNSON PINEAPPLE ,BROWNSON/28/ML/GBT/PINEAPPLE EMULSION ,28,ML,28ML,GBT
UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1000/GM/PLPCH/ROSE FRESH DOUBLE PERFUME LOCK FREE COMFORT MORNING FRESH 54 ML,1000,GM,1000GM,PLPCH
CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE/2L/PLTUB/IMORICH CHOC CHOC CHIP,2,LTR,2L,PLTUB
