nitemcode,company,brand,itemdesc,qty,uomdesc,pack_size,packaging
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
63972,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO 5 NATURAL OILS EGG PROTEIN & VITAMIN C ACTIVE MIX 80 ML PLBOT + FREE LIFEBUOY GLOWING SKIN SAKURA AND PINK CLAY SOAP 75 GM EWRPK,80,ML,80.00 ML,PLBOT
34284,FREELAN ENTERPRISES,FREELAN,FREELAN MALDIVE FISH FLAVOUR 70 GM,70,GM,70.00 GM,PLPCH
63973,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK STUNNING BLACK SHINE-GO SHINE-WITH AMLA OIL PEARL PROTEIN & VITAMIN E ACTIVE MIX SHAMPOO 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN SOAP 75 GM EWRPK,80,ML,80.00 ML,PLBOT
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
64206,SUGANDHI DISTRIBUTORS,SUGANDHI,SUGANDHI PURE CEYLON TEA 100 GM PLPCH,100,GM,100.00 GM,PLPCH
64009,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY FLORAL - KOHOMBA WITH RATHMAL AND ROSE WATER BABY COLOGNE 30 ML CDBOX,30,ML,30.00 ML,CDBOX
64209,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 800 GM PLPCH,800,GM,800.00 GM,PLPCH
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
63984,HEMAS MARKETING,VELVET,VELVET GLOW PERFECT SHEA BUTTER & SAFFRON EXTRACT BODY LOTION 200 ML PLBOT,200,ML,200.00 ML,PLBOT
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
36624,UNILEVER SRI LANKA LTD,LUX,LUX SANDAL & CREAM SANDALWOOD & AROMATIC FLOWERS 100 GM,100,GM,100.00 GM,EWRPK
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64132,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH EXFOLIATING WELLNESS SOAP WITH VENIVEL ALMOND OIL AND COCONUT SHELL POWDER 70 GM CDBOX,70,GM,70.00 GM,CDBOX
63829,FONTERRA BRANDS LANKA (PVT)LTD,RED COW,RED COW - SUGAR ADDED MILK MIX 18 GM PLPCH,18,GM,18.00 GM,PLPCH
54000,UNILEVER SRI LANKA LTD,LUX,LUX SOFT GLOW JASMINE & VITAMIN E 7 BEAUTY INGREDIANTS EWRPK 100 GM + SAVE RS 10,100,GM,100.00 GM,EWRPK
64208,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA GOTUKOLA ANTI DANDRUFF SHAMPOO 180 ML PLBOT,180,ML,180.00 ML,PLBOT
64210,SHELLO COSMETICS CO (PVT)LTD,SHELLO,SHELLO (SHELLO COSMETICS) HERBAL SHAMPOO 1000 ML PLBOT,1000,ML,1000.00 ML,PLBOT
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
64201,SHAW WALLACE CEYLON LTD,RENUKA COCONUT MILK,RENUKA REAL THICK COCONUT MILK 400 ML TIN,400,ML,400.00 ML,TIN
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
51411,HEMAS MARKETING,FEMS,FEMS DRYTEX-WINGS 10 NO,10,NO,10.00 NO,10NO
51410,HEMAS MARKETING,FEMS,FEMS COTTON FEEL-WINGS 10 NO,10,NO,10.00 NO,10NO
63686,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY TOTAL 10 WITH OLIVE OIL AND HONEY FOR MOISTURISED SOFT SKIN SOAP (100*2) 200 GM EWRPK + SAVE RS 50,200,GM,200.00 GM,EWRPK
64205,NEW NOORI PACKETTING TEA FACTORY,NOORI,NOORI KAHATA PURE CEYLON TEA 40 GM PLPCH,40,GM,40.00 GM,PLPCH
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
64188,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH NATURAL GLOW & PROTECT FACE CREAM WITH SAFFRON KUMKUMADI TAILAM AND VITAMIN C 15 GM CDBOX,15,GM,15.00 GM,CDBOX
63475,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA FLORAL BABY SHAMPOO KOHOMBA AND ROSE WATER 100 ML PLBOT,100,ML,100.00 ML,PLBOT
64208,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA GOTUKOLA ANTI DANDRUFF SHAMPOO 180 ML PLBOT,180,ML,180.00 ML,PLBOT
64084,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH ANTI MARK & OIL CONTROL FACE CREAM WITH TURMERIC KUMKUMADI TAILAM AND MINT 25 GM CDBOX,25,GM,25.00 GM,CDBOX
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64197,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH NATURAL GLOW & PROTECT FACE CREAM WITH SAFFRON KUMKUMADI TAILAM AND VITAMIN C 25 GM CDBOX,25,GM,25.00 GM,CDBOX
64167,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH ANTI MARK & OIL CONTROL FACE CREAM WITH TURMERIC KUMKUMADI TAILAM AND MINT 15 GM CDBOX,15,GM,15.00 GM,CDBOX
54228,EMAMI INDO LANKA PVT LTD,FAIR & HANDSOME,FAIR & HANDSOME RADIANCE CREAM FOR MEN 30 GM CDBOX (EMAMI INDO LANKA),30,GM,30.00 GM,CDBOX
64188,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH NATURAL GLOW & PROTECT FACE CREAM WITH SAFFRON KUMKUMADI TAILAM AND VITAMIN C 15 GM CDBOX,15,GM,15.00 GM,CDBOX
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
40495,SUPER WHITE LANKA PVT LTD,SUPER WHITE,SUPER WHITE LEMON DISH WASH (GREEN) 500 ML,500,ML,500.00 ML,
52305,ANODS COCOA PVT LTD,PUREDALE,PUREDALE FULL CREAM MILK POWDER 400 GM CDBOX,400,GM,400.00 GM,CDBOX
60951,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL ROYAL BABY,VENDOL ROYAL BABY ROSE-JESMIN MOISTURISING SOAP SILKY AND SOFT 90 GM CDBOX + SAVE RS 35,90,GM,90.00 GM,CDBOX
60952,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL ROYAL BABY,VENDOL ROYAL BABY SANDUN-SEPALIKA MOISTURISHING SOAP SILKY & SOFT 90 GM CDBOX + SAVE RS 35,90,GM,90.00 GM,CDBOX
51411,HEMAS MARKETING,FEMS,FEMS DRYTEX-WINGS 10 NO,10,NO,10.00 NO,10NO
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
51410,HEMAS MARKETING,FEMS,FEMS COTTON FEEL-WINGS 10 NO,10,NO,10.00 NO,10NO
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
14605,DUMBARA NATURAL FOOD (PVT) LTD,DUMBARA FRUIT PUNCH MANGO,DUMBARA FRUIT PUNCH MANGO DRINK- PET 200 ML,200,ML,200.00 ML,PET
14606,DUMBARA NATURAL FOOD (PVT) LTD,DUMBARA FRUIT PUNCH PAPAYA,DUMBARA FRUIT PUNCH PAPAYA DRINK-PET 200 ML,200,ML,200.00 ML,PET
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
40351,RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC POWER PLUS ORIGINAL 10X 500 ML,500,ML,500.00 ML,
40350,RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC POWER PLUS ORIGINAL 10X 200 ML,200,ML,200.00 ML,
21130,KEELLS FOOD PRODUCTS LTD,ELEPHANT HOUSE,ELEPHANT HOUSE CHICKEN SAUSAGES 300 GM PLPCH,300,GM,300.00 GM,PLPCH
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
64057,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 125 GM CDBOX,125,GM,125.00 GM,CDBOX
63972,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO 5 NATURAL OILS EGG PROTEIN & VITAMIN C ACTIVE MIX 80 ML PLBOT + FREE LIFEBUOY GLOWING SKIN SAKURA AND PINK CLAY SOAP 75 GM EWRPK,80,ML,80.00 ML,PLBOT
59950,HEMAS MARKETING,DIVA FRESH,DIVA FRESH NEW IMPROVED 3 IN 1 ROSE & LIME DETERGENT POWDER 1000 GM PLPCH + FREE DIVA FRESH NEW IMPROVED 3 IN 1 ROSE & LIME DETERGENT POWDER 200 GM PLPCH (SAVE RS 99),1200,GM,1200.00 GM,PLPCH
64200,LANKA TRADERS,SUPREME CLOROX,SUPREME CLOROX 100 ML PLBOT,100,ML,100.00 ML,PLBOT
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
47513,UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE INTENSIVE CARE (USL) ALOE FRESH 100 ML,100,ML,100.00 ML,PLBOT
63436,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT JASMINE LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220,GM,220.00 GM,EWRPK
48509,SUNSHINE COUNSUMER LANKA LTD,WATAWALA TEA,WATAWALA PURE CEYLON TEA 50 GM PLPCH,50,GM,50.00 GM,PLPCH
61843,UNILEVER SRI LANKA LTD,VASELINE,VASELINE (USL) HEALTHY BRIGHT IN 2 WEEKS NIACINAMIDE-VITAMIN B3 SERUM IN BODY LOTION 100 ML PLBOT,100,ML,100.00 ML,PLBOT
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
64093,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 340 GM PLPCH,340,GM,340.00 GM,PLPCH
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
63968,BELLOSE LANKA LTD,BODY DOO,BODY DOO - RESTORING CARE - BODY LOTION 200 ML PLBOT,200,ML,200.00 ML,PLBOT
39506,PURE HERBS INTERNATIONAL LTD,O'NELLE NATURALS,ONELLE HONEY SHEA BUTTER BODY LOTION 100 ML,100,ML,100.00 ML,PLBOT
63967,BELLOSE LANKA LTD,BODY DOO,BODY DOO - ALOE HYDRATION - BODY LOTION 200 ML PLBOT,200,ML,200.00 ML,PLBOT
64198,BELLOSE LANKA LTD,BODY DOO,BODY DOO - EXTRA BRIGHT - BODY LOTION 200 ML PLBOT,200,ML,200.00 ML,PLBOT
64203,PRINT EXCEL PVT LTD,PROMATE,PROMATE - NOTEBOOK SPIRAL (A6) 50 PGS - 1 NO,1,NO,1.00 NO,
64204,RICHARD TRADING CO (PVT) LTD,RICHARD COLOURAY,RICHARD COLOURAY - NOTEBOOK (A6) 80 PGS - 1 NO,1,NO,1.00 NO,
64148,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A + 4,ENFAGROW (HEMAS) A+ PRO STAGE 4 VANILLA FOR 3 YEAR & ABOVE 400 GM TIN-NUTRITIONAL SUPPLEMENT + SAVE RS 300,400,GM,400.00 GM,TIN
63985,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A + 3,ENFAGROW (HEMAS) A+ PRO STAGE 3 VANILLA FOR 1-3 YEARS 400 GM TIN-NUTRITIONAL SUPPLEMENT + SAVE RS 300,400,GM,400.00 GM,TIN
64190,CIC HOLDINGS (PVT) LTD,ENSURE,ENSURE (CIC) GOLD ALMOND FLAVOUR 400 GM TIN,400,GM,400.00 GM,TIN
64201,SHAW WALLACE CEYLON LTD,RENUKA COCONUT MILK,RENUKA REAL THICK COCONUT MILK 400 ML TIN,400,ML,400.00 ML,TIN
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
52305,ANODS COCOA PVT LTD,PUREDALE,PUREDALE FULL CREAM MILK POWDER 400 GM CDBOX,400,GM,400.00 GM,CDBOX
64093,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 340 GM PLPCH,340,GM,340.00 GM,PLPCH
58791,ANODS COCOA PVT LTD,PUREDALE,PUREDALE FULL CREAM MILK POWDER 125 GM PLPCH,125,GM,125.00 GM,PLPCH
62852,DELMAR LANKA PVT LTD,CALIN BABY,CALIN BABY SOAP 65 GM CDBOX,65,GM,65.00 GM,CDBOX
51410,HEMAS MARKETING,FEMS,FEMS COTTON FEEL-WINGS 10 NO,10,NO,10.00 NO,10NO
64188,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH NATURAL GLOW & PROTECT FACE CREAM WITH SAFFRON KUMKUMADI TAILAM AND VITAMIN C 15 GM CDBOX,15,GM,15.00 GM,CDBOX
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64132,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH EXFOLIATING WELLNESS SOAP WITH VENIVEL ALMOND OIL AND COCONUT SHELL POWDER 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64167,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH ANTI MARK & OIL CONTROL FACE CREAM WITH TURMERIC KUMKUMADI TAILAM AND MINT 15 GM CDBOX,15,GM,15.00 GM,CDBOX
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64189,RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL TRIPLE GERM ACTION ALL IN 1 DISINFECTANT SURFACE CLEANER - CITRONELLA - 500 ML PLBOT + FREE HARPIC POWER PLUS 10X ADVANCED ORIGINAL 200 ML PLBOT,700,ML,500.00 ML,PLBOT
63992,UNILEVER SRI LANKA LTD,VIM,VIM LIME FRESH DISHWASH LIQUID 500 ML PLBOT + SAVE RS 50,500,ML,500.00 ML,PLBOT
64059,RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL TRIPLE GERM ACTION ALL IN 1 DISINFECTANT SURFACE CLEANER - FLORAL - 500 ML PLBOT + FREE HARPIC POWER PLUS 10X ADVANCED ORIGINAL 200 ML PLBOT,700,ML,500.00 ML,PLBOT
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
51411,HEMAS MARKETING,FEMS,FEMS DRYTEX-WINGS 10 NO,10,NO,10.00 NO,10NO
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63960,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES RUBY RED SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64193,GRANDEUR FOOD SOLUTIONS (PVT) LTD,CRYING THAIGER,CRYING THAIGER SRIRACHA SAUCE 740 ML PLBOT,740,ML,740.00 ML,PLBOT
64195,GRANDEUR FOOD SOLUTIONS (PVT) LTD,ROYAL ARM,ROYAL ARM SRIRACHA HOT SAUCE 200 GM GLBOT,200,GM,200.00 GM,GLBOT
64196,MARINA FOODS (PVT) LTD,MARINA COCONUT MILK,MARINA COCONUT CREAM 400 ML TIN,400,ML,400.00 ML,TIN
64202,SHAW WALLACE CEYLON LTD,RENUKA COCONUT MILK,RENUKA REAL COCONUT MILK 1000 ML TPK,1000,ML,1000.00 ML,TPK
64194,GRANDEUR FOOD SOLUTIONS (PVT) LTD,ROYAL ARM,ROYAL ARM PERI PERI SAUCE 180 GM GLBOT,180,GM,180.00 GM,GLBOT
64201,SHAW WALLACE CEYLON LTD,RENUKA COCONUT MILK,RENUKA REAL THICK COCONUT MILK 400 ML TIN,400,ML,400.00 ML,TIN
64192,GRANDEUR FOOD SOLUTIONS (PVT) LTD,CRYING THAIGER,CRYING THAIGER SRIRACHA SAUCE 200 ML PLBOT,200,ML,200.00 ML,PLBOT
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
14634,CHAMILA MILK PRODUCT,CS DAIRY ORANGE,CS DAIRY ORANGE FLAVOURED DRINK-PLCUP 200 ML,200,ML,200.00 ML,PLCUP
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64187,SINETH PRODUCTS,HIGHLION,HIGHLION VANILLA FLAVOURED SET YOGHURT 80 GM PLCUP,80,GM,80.00 GM,PLCUP
64191,REAL MILK PRODUCTS,REAL LIFE,REAL LIFE SET YOGHURT 80 GM PLCUP,80,GM,80.00 GM,PLCUP
64185,N LION GROUP,MAGAM LANKA,MAGAM LANKA PEPPER POWDER 25 GM PLPCH (N LION GROUP),25,GM,25.00 GM,PLPCH
64186,N LION GROUP,MAGAM LANKA,MAGAM LANKA TURMERIC POWDER 50 GM PLPCH (N LION GROUP),50,GM,50.00 GM,PLPCH
51410,HEMAS MARKETING,FEMS,FEMS COTTON FEEL-WINGS 10 NO,10,NO,10.00 NO,10NO
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64058,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU (SIDDHALEPA) KING COCONUT OIL - LOTHSUBULU - ALOEVERA 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
63820,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK KERATIN STRAIGHT SHAMPOO WITH KERATIN AND ARGAN OIL ACTIV MIX 180 ML PLBOT,180,ML,180.00 ML,PLBOT
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
63797,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY PURE & GENTLE BABY SOAP WITH OLIVE OIL & MOISTURE CREAM (70*2) 140 GM CDBOX + SAVE RS 90,140,GM,140.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
62852,DELMAR LANKA PVT LTD,CALIN BABY,CALIN BABY SOAP 65 GM CDBOX,65,GM,65.00 GM,CDBOX
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
64181,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VENIVAL,VENDOL VENIVAL TURMERIC-VENIVAL-MARGOSA-SANDALWOOD WITH ALOEVERA 85 GM CDBOX,85,GM,85.00 GM,CDBOX
52728,PRINT EXCEL PVT LTD,RATHNA,RATHNA - CR BOOK (A4) 80 PGS - 1 NO,1,NO,1.00 NO,
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
31208,CEYLON BISCUITS LIMITED,MUNCHEE RINGO BISCUITS,MUNCHEE RINGO BISCUITS 50 GM,50,GM,50.00 GM,PLPCH
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
63983,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE VANILLA FLAVOUR DRINKING YOGHURT 180 ML PLBOT,180,ML,180.00 ML,PLBOT
37076,UNILEVER SRI LANKA LTD,RIN,RIN REFRESH SCENT OF LEMON & ROSE DETERGENT POWDER 200 GM,200,GM,200.00 GM,PLPCH
36153,UDARATA TEA CENTER,TALAWAKELLE,TALAWAKELLE TEA 50 GM PLPCH (UDARATA TEA),50,GM,50.00 GM,PLPCH
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
36152,UDARATA TEA CENTER,TALAWAKELLE,TALAWAKELLE TEA 100 GM PLPCH (UDARATA TEA),100,GM,100.00 GM,PLPCH
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64181,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VENIVAL,VENDOL VENIVAL TURMERIC-VENIVAL-MARGOSA-SANDALWOOD WITH ALOEVERA 85 GM CDBOX,85,GM,85.00 GM,CDBOX
64183,4 EVER SKIN NATURALS (PVT) LTD,4 EVER,4 EVER GOLD BB+ BEAUTY CREAM 30 GM CDBOX,30,GM,30.00 GM,CDBOX
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63943,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU (SIDDHALEPA) THAMBILI THEL SUDU HADUN AROODHA SAMAN PICHCHA KOKUM POTHU BABY SOAP 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
