DATE,PERIOD,AUDITYPE,STORECODE,DLRCODE,ITEMCODE,NEW_CODES,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,CODE COMMENT,FLAG
2022-03-02 00:00:00,202203,,133203540,,1646119186582,99763223,116,JOHNSON & JOHNSON - INDIA,SANITARY PAD,STAYFREE SECURE 6 N,72,PPH,6N 320MM,,1646119186582-johnson - johnson - india-sanitary pad.png,RECODING,5
2022-03-02 00:00:00,202203,,133925602,,1646111446275,99763219,106,MILTON CONFECTIONERY LLP,NARIYAL MALAI, MARKONARIYAL MALAI 3G,1,PPH,3G,,1646111446275-milton confectionery llp-nariyal malai.png,RECODING,5
2022-03-02 00:00:00,202203,,133925602,,1646112811364,99763232,123,GOLDEN STAR SOAP IND-NEPAL,SMART CLEAN,HERO 250 G,40,PPH,250 G,,1646112811364-golden star soap ind-nepal-smart clean.png,RECODING,5
2022-03-02 00:00:00,202203,,133925602,,1646113041280,99763228,122,GOLDEN STAR SOAP IND-NEPAL,DETERGENT POWDER TAAZA,TAAZA 200G,20,PPH,200G,,1646113041280-golden star soap ind-nepal-detergent powder taaza.png,RECODING,5
2022-03-02 00:00:00,202203,,133925602,,1646112347771,99763233,123,PATANJALI AYURVED PVT LTD-INDIA,PATANJALI SUPER ,PATANJALI SUPER 160 G,16,EWP,160 G,,1646112347771-patanjali ayurved pvt ltd-india-patanjali super .png,RECODING,5
2022-03-02 00:00:00,202203,,133925602,,1646112129571,99763234,123,GOLDEN STAR SOAP IND-NEPAL,UNIK HERBAL,UNIK HERBAL 200G,20,PPH,200G ,,1646112129571-golden star soap ind-nepal-unik herbal.png,RECODING,5
2022-03-02 00:00:00,202203,,133925602,,1646113228115,99763092,122,SHIV SHAKTI OIL& FATS PVT. LTD,DETERGENT POWDER URJA,URJA 200G,18,PPH,200G,,1646113228115-shiv shakti oil- fats pvt- ltd-detergent powder urja.png,CROSS CODING,2
2022-03-02 00:00:00,202203,,133925602,,1646111687575,99763220,106,GUANGDONG HAOLIYUAN FOOD CO.LTD,CHEWU CANDY,CHEWU CANDY CORN3.5G,5,PPH,3.5,,1646111687575-guangdong haoliyuan food co-ltd-chewu candy.png,RECODING,5
2022-03-02 00:00:00,202202,,114369812,,1646120125207,99763229,122,SHINE KANCHAN SOAP&CHEM IND-NP,KANCHAN,KANCHAN/700+10/GM/PPH,50,PPH,700+10 GM,,1646120125207-shine kanchan soap-chem ind-np-kanchan.png,RECODING,5
2022-03-02 00:00:00,202202,,114369812,,1646119922870,99762726,123,HIMGIRI HYGIENE PVT LTD-NEPAL,BIJAYA SUPER,BIJAYA SUPER/125/GM/PPH,25,PPH,125 GM,,1646119922870-himgiri hygiene pvt ltd-nepal-bijaya super.png,CROSS CODING,2
2022-03-02 00:00:00,202203,,123328648,,1646132110557,99763236,126,PARAS PRODUCTS NEPAL,SWEETY SUPARI,SWEETY SUPARI KESAR SCENTED 1.875G,2.5,PPH,1.875G,,1646132110557-paras products nepal-sweety supari.png,RECODING,5
2022-03-02 00:00:00,202203,,122380503,,1646128070337,99763235,123,GOPAL SOAP INDUSTRIES - NEPAL,V SERIES XPERT,V SERIES XPERT 30G FREE 170G,20,PPH,170 G,,1646128070337-gopal soap industries - nepal-v series xpert.png,RECODING,5
2022-03-02 00:00:00,202203,,122380503,,1646128473580,99763230,122,SAGARMATHA MULTIPURPOSE INDUSTRIES NEPAL,CLEAR SURF,CLEAR SURF 200G,20,PPH,200G,,1646128473580-sagarmatha multipurpose industries nepal-clear surf.png,RECODING,5
2022-03-02 00:00:00,202203,,122380503,,1646129221540,,106,SHYAM LAMINATERS PVT LTD,KAPICINO,EATALIA KAPICIANO COFFEE CANDY 2.95G,1,PPH,2.95G,,1646129221540-shyam laminaters pvt ltd-kapicino.png,PARKER FOR NEXT MONTH,999
2022-03-03 00:00:00,202203,,123582683,,1646197156223,99763238,106,DUKES PRODUCTS-INDIA,BAKEMATE 8 GM,BAKEMATE \8\GM,5,PPH,8 GM,New SKU,1646197156223-dukes products-india-bakemate 8 gm.png,RECODING,5
2022-03-03 00:00:00,202203,,123582683,,1646196764644,99763246,121,COLGATE PALMOLIVE INDIA,COLGATE CHARCOAL CLEAN,COLGATE CHARCOAL CLEAN\120\GM,175,TUBE,120GM,New SKU,1646196764644-colgate palmolive india-colgate charcoal clean.png,RECODING,5
2022-03-03 00:00:00,202203,,130605665,,1646212072129,99763407,118,VARUN BEVERAGE -INDIA,MOUNTAIN DEW,MOUNTAIN DEW/2.25ML/PBT,180,PBT,2500ML,,1646212072129-varun beverage -india-mountain dew.png,RECODING,5
2022-03-03 00:00:00,202203,,130605665,,1646211904676,99763408,118,BRINDAVAN BEVERAGE PVT.LTD INDIA ,COCA-COLA,COCA COLA/2000ML/PBT/FREE 250ML MAAZA,180,PBT,2000ML ,,1646211904676-brindavan beverage pvt-ltd india -coca-cola.png,RECODING,5
2022-03-03 00:00:00,202203,,130258571,,1646212072129,99763407,118,VARUN BEVERAGE -INDIA,MOUNTAIN DEW,MOUNTAIN DEW/2.25ML/PBT,200,PBT,2500ML,,1646212072129-varun beverage -india-mountain dew.png,RECODING,5
2022-03-03 00:00:00,202203,,130258571,,1646212241053,,118,IMPORTED - INDIA ,COCA-COLA,COCA COLA/250ML/PBT,25,PBT,250ML ,,1646212241053-imported - india -coca-cola.png,PARKER FOR NEXT MONTH,999
2022-03-03 00:00:00,202203,,130258571,,1646211904676,99763408,118,BRINDAVAN BEVERAGE PVT.LTD INDIA ,COCA-COLA,COCA COLA/2000ML/PBT/FREE 250ML MAAZA,170,PBT,2000ML ,,1646211904676-brindavan beverage pvt-ltd india -coca-cola.png,RECODING,5
2022-03-03 00:00:00,202203,,130483049,,1646197996276,99763242,118,AGRO THAI FOODS PVT LTD-NEPAL,XTREME ENERGY DRINK ,XTREME ENERGY DRINK/APPLE CIDER/330ML/CAN,120,CAN,330ML ,,1646197996276-agro thai foods pvt ltd-nepal-xtreme energy drink .png,RECODING,5
2022-03-04 00:00:00,202203,,129824754,,1646283749097,99763248,123,HIMGIRI HYGIENE PVT LTD-NEPAL,SHOVA,SHOVA\125GM\PPH\WASHING CAKE,20,PPH,125GM,,1646283749097-himgiri hygiene pvt ltd-nepal-shova.png,RECODING,5
2022-03-04 00:00:00,202203,,131065174,,1646279240173,99763237,106,AMBER CONFECTIONERY-INDIA,AMBER CRUNCHY,AMBER CRUNCHY\2.8GM\PPH\ELAICHI,0.8,PPH,2.8GM,,1646279240173-amber confectionery-india-amber crunchy.png,RECODING,5
2022-03-04 00:00:00,202203,,131065174,,1646279629331,,106,KING NUTRI FOOD-INDIA,MINI HEARTS ,MINI HEARTS\3GM\PPH\LYCHEE FLAVOUR ,0.8,PPH,3GM,,1646279629331-king nutri food-india-mini hearts .png,PARKER FOR NEXT MONTH,999
2022-03-04 00:00:00,202203,,128715435,,1646290443439,99763249,123,PARTANI SOAP & SILICATE IND-NP,MANI LAUNDRY SOAP 200G,MANI LAUNDRY SOAP 200G,40,PPH,200G,,1646290443439-partani soap - silicate ind-np-mani laundry soap 200g.png,RECODING,5
2022-03-04 00:00:00,202203,,128715435,,1646290640310,99763250,123,PARTANI SOAP & SILICATE IND-NP,CHANDANI LAUNDRY SOAP,CHANDANI LAUNDRY SOAP 200G,35,PPH,200G,,1646290640310-partani soap - silicate ind-np-chandani laundry soap.png,RECODING,5
2022-03-04 00:00:00,202203,,128715435,,1646294217940,99763239,106,SURYA NEPAL PVT LTD - NEPAL,TOFFICHOO FRUITY DELITE RIPE MANGO 3.5G,TOFFICHOO FRUITY DELITE RIPE MANGO 3.5G,2.5,PPH,3.5 G,,1646294217940-surya nepal pvt ltd - nepal-toffichoo fruity delite ripe mango 3-5g.png,RECODING,5
2022-03-04 00:00:00,202203,,128827095,,1646283828947,99763243,120,HINDUSTAN UNILEVER LTD-INDIA,LIFE BUOY SILVER PROTECT 25G,LIFE BUOY SILVER PROTECT 25G,10,25G,PPH,,1646283828947-hindustan unilever ltd-india-life buoy silver protect 25g.png,RECODING,5
2022-03-04 00:00:00,202203,,128827095,,1646284798381,99763240,106,SHAKTI FOOD PRODUCTS - INDIA,NONI'S KOFFEE 4G,NONI'S KOFFEE 4G,2.5,4G,PPH,,1646284798381-shakti food products - india-noni-s koffee 4g.png,RECODING,5
2022-03-04 00:00:00,202203,,128827095,,1646284571945,49569,106,AMBER NUTRITION PVT LTD-INDIA,AMBER COCONUT CREAM 3G,AMBER COCONUT CREAM 3G,1,3G,PPH,,1646284571945-amber nutrition pvt ltd-india-amber coconut cream 3g.png,CROSS CODING,2
2022-03-04 00:00:00,202203,,124683707,,1646288932770,99763241,106,LALAK FOOD & CONFECTIONERY-NPL,KOKO LOLLIPOP ,KOKO LOLLIPOP/COCONUT/10GM/EWP,5,EWP,10GM,,1646288932770-lalak food - confectionery-npl-koko lollipop .png,RECODING,5
2022-03-04 00:00:00,202203,,124683707,,1646285844091,99763126,120,UNILEVER NEPAL LTD-NEPAL,LIFE BUOY TOTAL PROTECT ,LIFE BUOY TOTAL PROTECT/ACTIV SILVER FORMULA/4Ã—95GM/EWP/SAVE RS 10 BUOY 4 NOS,150,EWP,4Ã—95GM,,1646285844091-unilever nepal ltd-nepal-life buoy total protect .png,CROSS CODING,2
2022-03-04 00:00:00,202203,,124631722,,1646294454513,99763247,122,PACHADHAKI SOAP INDUSTRIES-NEPAL,PACHADHAKI ,PACHADHAKI/DETERGENT POWDER/200GM/PPH,20,PPH,200GM ,,1646294454513-pachadhaki soap industries-nepal-pachadhaki .png,RECODING,5
